iter	Accuracy	Logloss
377	0.8533302657	0.3218595885
378	0.8534453008	0.3216760888
379	0.8540204762	0.3214740285
380	0.8547106868	0.3211181169
381	0.8548257218	0.3210172761
382	0.8545956517	0.3209053282
383	0.8547106868	0.3208181091
384	0.8548257218	0.3206796195
385	0.8558610376	0.3205274354
386	0.856321178	0.3202817485
387	0.856321178	0.3202778459
388	0.8560911078	0.320045224
389	0.8562061429	0.319834208
390	0.8562061429	0.319565521
391	0.8560911078	0.3193740401
392	0.8558610376	0.319239316
393	0.8560911078	0.3191437123
394	0.856321178	0.3189400522
395	0.8562061429	0.3188314554
396	0.8559760727	0.3187619487
397	0.8560911078	0.3184983856
398	0.8562061429	0.3182956341
399	0.856321178	0.3181799174
400	0.8565512481	0.3180038561
401	0.8565512481	0.317991671
402	0.8570113885	0.3178373569
403	0.8570113885	0.317764121
404	0.8573564937	0.317429655
405	0.8573564937	0.3173245156
406	0.8574715288	0.3171375904
407	0.8575865639	0.3170908285
408	0.8578166341	0.3169452265
409	0.8578166341	0.3167531914
410	0.8579316692	0.3167360786
411	0.8575865639	0.3165631291
412	0.8578166341	0.3164690299
413	0.8578166341	0.3162677311
414	0.8582767744	0.3161643003
415	0.8586218797	0.3160990703
416	0.8585068446	0.3159840224
417	0.8587369148	0.315864595
418	0.8585068446	0.3156140896
419	0.8583918095	0.3153956185
420	0.8586218797	0.3152591441
421	0.8588519498	0.3151402533
422	0.8588519498	0.3150197525
423	0.8587369148	0.3148223287
424	0.85908202	0.3145425798
425	0.8595421604	0.314410381
426	0.8591970551	0.3142461141
427	0.8593120902	0.3142358011
428	0.8594271253	0.3139565499
429	0.8591970551	0.3137370483
430	0.8594271253	0.3135579558
431	0.8596571954	0.3133911757
432	0.8598872656	0.3131639025
433	0.8589669849	0.3130139478
434	0.8589669849	0.3128833929
435	0.8595421604	0.3126873687
436	0.8598872656	0.3124536085
437	0.8602323709	0.3122141531
438	0.8605774761	0.3120777659
439	0.8605774761	0.3120531352
440	0.8608075463	0.3119029727
441	0.8609225814	0.3118705899
442	0.8613827217	0.3117141085
443	0.861727827	0.3116602524
444	0.8618428621	0.3115257923
445	0.8619578972	0.311499335
446	0.8619578972	0.3113021782
447	0.8621879673	0.3111912859
448	0.8621879673	0.3110766503
449	0.8620729322	0.310840932
450	0.8618428621	0.3107383875
451	0.8618428621	0.3106531692
452	0.8623030024	0.3104059733
453	0.8624180375	0.310318402
454	0.8624180375	0.3101273153
455	0.8626481077	0.3099712562
456	0.8625330726	0.3098108539
457	0.8624180375	0.3096371152
458	0.8626481077	0.3095728751
459	0.8633383182	0.309433898
460	0.8634533533	0.3092287879
461	0.8634533533	0.3090323065
462	0.8633383182	0.3088358892
463	0.8636834234	0.3086565206
464	0.863108248	0.308500586
465	0.8632232831	0.3083268563
466	0.8634533533	0.3081232932
467	0.8636834234	0.3079503868
468	0.8636834234	0.307861625
469	0.8636834234	0.3077044956
470	0.8637984585	0.3075871721
471	0.8635683884	0.3073845742
472	0.8636834234	0.3073179931
473	0.8636834234	0.307294694
474	0.8640285287	0.3071387233
475	0.8639134936	0.3071129302
476	0.8635683884	0.3069971794
477	0.8636834234	0.306979833
478	0.8640285287	0.306695452
479	0.8640285287	0.3065655055
480	0.8640285287	0.3064622964
481	0.8641435638	0.3063051045
482	0.8646037041	0.306142638
483	0.8647187392	0.3059888893
484	0.8647187392	0.305834706
485	0.8646037041	0.305638139
486	0.8649488094	0.305501952
487	0.8651788796	0.3054403032
488	0.8651788796	0.3052908613
489	0.8651788796	0.3052204803
490	0.8655239848	0.3050921666
491	0.8655239848	0.3050595657
492	0.8655239848	0.304968027
493	0.8656390199	0.3049254635
494	0.8654089497	0.3047184093
495	0.8655239848	0.3046264234
496	0.8656390199	0.3044582185
497	0.8656390199	0.3042980535
498	0.8665593006	0.3041835318
499	0.8665593006	0.304049354
500	0.8665593006	0.3040318147
501	0.8660991602	0.3039152027
502	0.8662141953	0.3037944453
503	0.8660991602	0.3037443425
504	0.8658690901	0.3035900125
505	0.8660991602	0.3034341869
506	0.8663292304	0.3032281205
507	0.8663292304	0.3031782456
508	0.8665593006	0.3030155006
509	0.8665593006	0.3028244349
510	0.8666743357	0.3026273468
511	0.8667893708	0.3024717842
512	0.8667893708	0.3023076337
513	0.8667893708	0.3022072155
514	0.8670194409	0.3021211131
515	0.8669044058	0.3020666006
516	0.8669044058	0.3018511372
517	0.867134476	0.3016737834
518	0.8673645462	0.3015991084
519	0.8673645462	0.3014347711
520	0.8675946164	0.3012180989
521	0.8675946164	0.3010770556
522	0.8673645462	0.3009106808
523	0.8678246865	0.3008234508
524	0.8680547567	0.300777913
525	0.8680547567	0.3006784595
526	0.8680547567	0.3005692921
527	0.8678246865	0.3004361134
528	0.8678246865	0.3003875367
529	0.8682848269	0.3001608982
530	0.8687449672	0.3000125289
531	0.8686299321	0.2997646513
532	0.868514897	0.2997275255
533	0.8687449672	0.2995927787
534	0.8690900725	0.2994005703
535	0.8692051076	0.2992811314
536	0.8696652479	0.2991977675
537	0.869780283	0.2990399753
538	0.8698953181	0.2989069664
539	0.8700103532	0.2987862118
540	0.8700103532	0.2986760304
541	0.8700103532	0.2985973663
542	0.8700103532	0.2984425176
543	0.8698953181	0.2982467472
544	0.8700103532	0.298183015
545	0.8702404233	0.2979718839
546	0.8702404233	0.2978579872
547	0.8704704935	0.2975959448
548	0.8704704935	0.2974949002
549	0.8708155988	0.2973522706
550	0.8708155988	0.2973208026
551	0.8709306338	0.2971990596
552	0.8707005637	0.297059547
553	0.8702404233	0.2969288435
554	0.8704704935	0.2969069188
555	0.8703554584	0.2967630877
556	0.8703554584	0.2966820051
557	0.8702404233	0.2965845278
558	0.8701253882	0.2965562066
559	0.8703554584	0.2964604625
560	0.8704704935	0.2962936807
561	0.8708155988	0.2960942456
562	0.8708155988	0.2960807386
563	0.8709306338	0.2958712419
564	0.8707005637	0.2958321096
565	0.8708155988	0.2956914437
566	0.8709306338	0.2956553086
567	0.8712757391	0.2955559309
568	0.8712757391	0.2953740753
569	0.8715058093	0.2952440712
570	0.8716208444	0.2951602788
571	0.8719659496	0.2949539109
572	0.8720809847	0.294806035
573	0.8718509145	0.2946880119
574	0.8721960198	0.2944479718
575	0.8721960198	0.2943822823
576	0.87242609	0.294197668
577	0.8723110549	0.2939652068
578	0.8726561601	0.2938917155
579	0.8727711952	0.2938147845
580	0.8727711952	0.2937670756
581	0.8733463706	0.2935151519
582	0.8733463706	0.2934261978
583	0.8733463706	0.2933073513
584	0.8731163005	0.293205144
585	0.8732313356	0.2931564976
586	0.8736914759	0.2930454382
587	0.8734614057	0.2928978351
588	0.8736914759	0.2927932571
589	0.8734614057	0.292682727
590	0.8736914759	0.2925411531
591	0.8740365812	0.2924028448
592	0.8742666513	0.292367081
593	0.8742666513	0.2922453758
594	0.8743816864	0.2921472364
595	0.8746117566	0.2920263177
596	0.8748418268	0.2919864425
597	0.8749568618	0.2918297629
598	0.8749568618	0.2916921958
599	0.8753019671	0.2916117501
600	0.8753019671	0.2914571085
601	0.8750718969	0.2912938913
602	0.8753019671	0.2912837838
603	0.8750718969	0.2911751901
604	0.8755320373	0.2910150165
605	0.8755320373	0.2908856898
606	0.8756470724	0.2907207409
607	0.8756470724	0.2906301988
608	0.8757621074	0.2904946095
609	0.8756470724	0.2903312835
610	0.8757621074	0.290242385
611	0.8758771425	0.290133271
612	0.8758771425	0.2900568508
613	0.8759921776	0.2899843088
614	0.8761072127	0.2898757662
615	0.8761072127	0.2897025142
616	0.8761072127	0.2895839847
617	0.8757621074	0.2895183804
618	0.8758771425	0.2894813234
619	0.876567353	0.2892913732
620	0.8767974232	0.2891748943
621	0.8766823881	0.2891605424
622	0.8766823881	0.2890781796
623	0.8767974232	0.2890139873
624	0.8767974232	0.2889284264
625	0.8769124583	0.288818149
626	0.8769124583	0.2888088277
627	0.8767974232	0.2887106566
628	0.8769124583	0.2886314247
629	0.8767974232	0.2885391269
630	0.8769124583	0.2884011375
631	0.8771425285	0.2882296431
632	0.8771425285	0.2881452307
633	0.8771425285	0.2878895264
634	0.8776026688	0.2877540151
635	0.8774876337	0.2877252894
636	0.8776026688	0.2876377455
637	0.8779477741	0.2875796712
638	0.8780628092	0.2875079085
639	0.8780628092	0.2874902611
640	0.8781778442	0.2873104353
641	0.8782928793	0.2871954542
642	0.8784079144	0.2870546511
643	0.8782928793	0.2869055339
644	0.8781778442	0.2868945959
645	0.8780628092	0.2867879655
646	0.8779477741	0.2867507358
647	0.877832739	0.2867373649
648	0.8780628092	0.2866353053
649	0.8779477741	0.2865793976
650	0.8784079144	0.2864014529
651	0.8786379846	0.2862757376
652	0.8787530197	0.2861784377
653	0.8786379846	0.2860762685
654	0.8787530197	0.2860475352
655	0.8786379846	0.2858207193
656	0.8787530197	0.2857227189
657	0.8790981249	0.2856364574
658	0.8794432302	0.2854740801
659	0.8793281951	0.2853851091
660	0.87921316	0.2852883699
661	0.8793281951	0.2851682205
662	0.8793281951	0.2851097429
663	0.8793281951	0.2849685362
664	0.8794432302	0.2847935174
665	0.8794432302	0.2846325349
666	0.8794432302	0.2844416537
667	0.8794432302	0.2843371719
668	0.8793281951	0.2842830576
669	0.8794432302	0.2841894612
670	0.8799033705	0.2840257455
671	0.8799033705	0.2838529378
672	0.8799033705	0.2837657172
673	0.8800184056	0.2835993995
674	0.8797883354	0.2835363525
675	0.8800184056	0.2833786501
676	0.8801334407	0.2832263858
677	0.8801334407	0.2831478476
678	0.8803635109	0.2830483659
679	0.880593581	0.2829193608
680	0.8803635109	0.2828809663
681	0.880478546	0.2827231644
682	0.8800184056	0.2825525265
683	0.8809386863	0.2824266039
684	0.8809386863	0.2823323454
685	0.880593581	0.2822206463
686	0.880593581	0.2820612205
687	0.8810537214	0.2820270894
688	0.8813988266	0.2818926078
689	0.8813988266	0.281797502
690	0.8815138617	0.2817109429
691	0.8810537214	0.2815640835
692	0.8811687565	0.2814076625
693	0.8813988266	0.2813096746
694	0.8811687565	0.2811379264
695	0.8812837916	0.2810719384
696	0.8812837916	0.2808407557
697	0.8813988266	0.2806971189
698	0.8815138617	0.2805920163
699	0.8812837916	0.2803906926
700	0.8817439319	0.2803204882
701	0.881858967	0.2801178101
702	0.8822040722	0.2799502986
703	0.8823191073	0.2797679472
704	0.8824341424	0.279673554
705	0.8827792477	0.2795823991
706	0.8825491775	0.279430577
707	0.8826642126	0.2794023188
708	0.8827792477	0.2793048421
709	0.8826642126	0.2790776816
710	0.8831243529	0.2789395448
711	0.8833544231	0.2788056814
712	0.8835844933	0.2787471103
713	0.8835844933	0.2786632783
714	0.8839295985	0.278627137
715	0.8838145634	0.2784810748
716	0.8838145634	0.278405554
717	0.8840446336	0.2782332601
718	0.884504774	0.2780836641
719	0.8843897389	0.2780241443
720	0.8843897389	0.2779079043
721	0.8841596687	0.2778289689
722	0.884504774	0.2777670295
723	0.8843897389	0.2776604976
724	0.8843897389	0.277543848
725	0.8851949845	0.2773346626
726	0.8855400897	0.2772237207
727	0.8849649143	0.2770930883
728	0.8848498792	0.2770588606
729	0.8849649143	0.2770288528
730	0.8849649143	0.2768283388
731	0.8850799494	0.2767123551
732	0.8851949845	0.276642333
733	0.8853100196	0.2764029006
734	0.8854250546	0.2763209902
735	0.8854250546	0.2762162758
736	0.8856551248	0.2761501574
737	0.8856551248	0.2759994001
738	0.8853100196	0.2757902343
739	0.8854250546	0.2757153012
740	0.8856551248	0.2756265954
741	0.8860002301	0.2755478791
742	0.8854250546	0.2753843209
743	0.8855400897	0.2753159368
744	0.8853100196	0.2751649265
745	0.8853100196	0.2750971485
746	0.8857701599	0.2749240731
747	0.8860002301	0.2748347293
748	0.8857701599	0.2746849533
749	0.8862303002	0.2745841743
750	0.8861152652	0.2745357423
751	0.8861152652	0.2745027791
752	0.8861152652	0.2743954905
753	0.8860002301	0.2742594104
754	0.8860002301	0.2741503853
755	0.8861152652	0.2740231894
756	0.8869205108	0.2739137427
757	0.8868054757	0.2738813161
758	0.8868054757	0.2737856071
759	0.8868054757	0.2736993361
760	0.8871505809	0.2735779647
761	0.887265616	0.2734759467
762	0.8876107213	0.2734143511
763	0.8878407914	0.2732519887
764	0.8880708616	0.2731260772
765	0.8877257564	0.2730722875
766	0.8879558265	0.2729441628
767	0.8878407914	0.27287461
768	0.8878407914	0.2727813233
769	0.8879558265	0.2726916731
770	0.8879558265	0.2726354851
771	0.8879558265	0.2725839282
772	0.8881858967	0.2724553448
773	0.8880708616	0.2723241642
774	0.8884159669	0.2722931886
775	0.8887610721	0.272216106
776	0.8884159669	0.2721846312
777	0.888646037	0.2720776878
778	0.8888761072	0.2718860755
779	0.8884159669	0.2718435881
780	0.888646037	0.2716640344
781	0.8889911423	0.2715446835
782	0.8891061774	0.271458621
783	0.8896813528	0.2712779629
784	0.8896813528	0.2712299902
785	0.8897963879	0.2712025519
786	0.889911423	0.2711412877
787	0.8900264581	0.271120471
788	0.8900264581	0.2710638124
789	0.8900264581	0.2709685518
790	0.8904865984	0.2707770212
791	0.8903715633	0.2707225858
792	0.8904865984	0.2705906331
793	0.8906016335	0.2705235127
794	0.8909467388	0.2703920176
795	0.8910617738	0.2703049902
796	0.8908317037	0.2702685189
797	0.8906016335	0.2702334899
798	0.8908317037	0.2700309152
799	0.8908317037	0.2699678592
800	0.8907166686	0.2698774552
801	0.8908317037	0.2696985365
802	0.8909467388	0.2695577182
803	0.8911768089	0.2694430416
804	0.8910617738	0.2693644898
805	0.8911768089	0.2692838775
806	0.8914068791	0.2691200283
807	0.8916369493	0.2690052296
808	0.8917519844	0.2689297468
809	0.8915219142	0.2688943359
810	0.8915219142	0.2688427444
811	0.8918670194	0.2687280018
812	0.8918670194	0.2686272713
813	0.8918670194	0.2685876877
814	0.8918670194	0.268507643
815	0.8923271598	0.2683947592
816	0.8923271598	0.2683566384
817	0.8922121247	0.2682939987
818	0.8924421949	0.268158602
819	0.8923271598	0.2680209615
820	0.8924421949	0.2679244075
821	0.8923271598	0.2678234508
822	0.8920970896	0.2676880709
823	0.8920970896	0.2675819387
824	0.8923271598	0.2674423946
825	0.8923271598	0.2673219496
826	0.89255723	0.2671845337
827	0.89255723	0.2670693556
828	0.8923271598	0.267006897
829	0.892672265	0.266845035
830	0.892672265	0.2667402231
831	0.8929023352	0.2666783704
832	0.8933624756	0.2665125576
833	0.8931324054	0.2664384803
834	0.8931324054	0.2663492875
835	0.8929023352	0.2662587716
836	0.8933624756	0.2661630275
837	0.8931324054	0.2660819747
838	0.8931324054	0.2659833492
839	0.8930173703	0.2658792631
840	0.8930173703	0.2658553151
841	0.8930173703	0.2657890134
842	0.8933624756	0.2656786511
843	0.8931324054	0.2655872545
844	0.8937075808	0.2654899519
845	0.8938226159	0.2654406377
846	0.8937075808	0.2653471274
847	0.8938226159	0.2652019794
848	0.8938226159	0.2650966039
849	0.8943977913	0.2650003059
850	0.8946278615	0.264978978
851	0.8943977913	0.2649400869
852	0.8947428966	0.2648006403
853	0.8947428966	0.2646642314
854	0.8945128264	0.2644414316
855	0.8945128264	0.2642770714
856	0.8945128264	0.2641935501
857	0.8946278615	0.264182316
858	0.8947428966	0.2641425575
859	0.8943977913	0.2639860536
860	0.8947428966	0.2639109101
861	0.8948579317	0.2638134755
862	0.8948579317	0.2637118857
863	0.8943977913	0.2636139159
864	0.8947428966	0.2634819668
865	0.8949729668	0.2633878731
866	0.8950880018	0.2633302874
867	0.8948579317	0.2631834758
868	0.8949729668	0.2630643727
869	0.8947428966	0.2629719711
870	0.895318072	0.2627650034
871	0.8950880018	0.2626168809
872	0.8950880018	0.2625252959
873	0.8948579317	0.2624302476
874	0.8949729668	0.2623577914
875	0.8950880018	0.2623236546
876	0.895318072	0.2622250307
877	0.8950880018	0.2621384118
878	0.8952030369	0.2621162957
879	0.895318072	0.2620638064
880	0.8954331071	0.2619706156
881	0.8955481422	0.2619461014
882	0.8958932474	0.2618596215
